ticker,empresa,setor,subsetor,roic_clean,earnings_yield_clean,rank_roic,rank_ey,magic_formula_rank,cotacao,vol_med_2m,pl,pvp,div_yield,lpa,30_dias,12_meses,marg_liquida,data_execucao
DSUL3,DATASUL ON NM,Programas e Serviços,Programas e Serviços,48.9,78.74,7,15,22,7.95,0.0,5.65,0.97,0.0,1.41,0.0,0.0,16.0,2025-09-01
BPHA3,BRAZIL PHARMA S.A. ON NM,Comércio e Distribuição,Medicamentos e Outros Produtos,401.0,62.5,1,24,25,0.62,0.0,0.06,-0.24,0.0,10.4,0.0,-60.0,-33652.5,2025-09-01
MTBR3,WHIRLPOOL S.A. ON,Utilidades Domésticas,Eletrodomésticos,33.6,136.98600000000002,23,7,30,0.99,0.0,1.59,0.67,0.0,0.62,0.0,0.0,7.1,2025-09-01
MTBR4,WHIRLPOOL S.A. PN,Utilidades Domésticas,Eletrodomésticos,33.6,125.0,23,9,32,1.05,0.0,1.69,0.71,0.0,0.62,0.0,0.0,7.1,2025-09-01
SOND3,SONDOTECNICA S/A. ON,Construção e Engenharia,Engenharia Consultiva,44.6,44.248,10,29,39,47.0,0.0,4.43,1.8,12.1,10.61,0.0,0.0,12.3,2025-09-01
SOND5,SONDOTECNICA S/A. PNA,Construção e Engenharia,Engenharia Consultiva,44.6,34.843,10,33,43,56.0,1526.0,5.28,2.14,11.2,10.61,12.18,19.3,12.3,2025-09-01
ASSM4,HOTEIS ELDORADO PN,,,35.4,53.191,20,27,47,6.1,0.0,0.29,-0.15,0.0,21.28,0.0,0.0,-2915.6,2025-09-01
ASSM3,HOTEIS ELDORADO ON,,,35.4,51.282000000000004,20,28,48,7.12,0.0,0.33,-0.17,0.0,21.28,0.0,0.0,-2915.6,2025-09-01
SOND6,SONDOTECNICA S/A. PNB,Construção e Engenharia,Engenharia Consultiva,44.6,32.468,10,38,48,59.0,918.0,5.56,2.26,10.6,10.61,18.05,25.58,12.3,2025-09-01
AGEN33,Agrenco DR3,Comércio e Distribuição,Alimentos,87.7,26.810000000000002,3,50,53,0.16,0.0,0.39,-0.03,0.0,0.41,0.0,0.0,0.0,2025-09-01
CSPC3,COSIPA ON,,,29.2,69.93,36,18,54,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,2025-09-01
CSPC4,COSIPA PN,,,29.2,69.93,36,18,54,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,2025-09-01
BOBR3,BOMBRIL SA ON,Produtos de Uso Pessoal e de Limpeza,Produtos de Limpeza,33.3,39.062999999999995,27,30,57,1.0,0.0,3.57,275.96,0.0,0.28,0.0,0.0,4.7,2025-09-01
SALM4,SEARA ALIMENTOS PN,,,25.8,90.90899999999999,46,13,59,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,2025-09-01
SALM3,SEARA ALIMENTOS ON,,,25.8,90.90899999999999,46,13,59,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,2025-09-01
BOBR4,BOMBRIL SA PN,Produtos de Uso Pessoal e de Limpeza,Produtos de Limpeza,33.3,34.721999999999994,27,34,61,1.25,11138.0,4.47,344.96,0.0,0.28,-7.41,-41.31,4.7,2025-09-01
GAZO4,GAZOLA SA INDÚSTRIA METALURGICA PN,,,25.1,97.087,52,12,64,2.32,0.0,0.31,-0.03,0.0,7.47,0.0,0.0,-454.5,2025-09-01
BELG4,BELGO PN,,,22.0,250.0,66,3,69,1370.0,0.0,0.36,0.07,0.0,3853.2,0.0,0.0,19.5,2025-09-01
BELG3,BELGO ON,,,22.0,243.90200000000002,66,4,70,1375.5,0.0,0.36,0.07,0.0,3853.2,0.0,0.0,19.5,2025-09-01
GAZO3,GAZOLA SA INDÚSTRIA METALURGICA ON,,,25.1,69.93,52,18,70,3.4,0.0,0.45,-0.05,0.0,7.47,0.0,0.0,-454.5,2025-09-01
TSPP4,VIVO PARTICIPAÇÕES PN,,,23.9,76.923,55,17,72,9.05,0.0,1.24,0.37,0.0,7.32,0.0,0.0,15.2,2025-09-01
STBP11,SBPAR UNT,Transporte,Serviços de Apoio e Armazenagem,30.5,31.846999999999998,34,39,73,14.4,0.0,3.06,3.1,0.0,4.71,0.0,0.0,24.5,2025-09-01
MNPR3,MINUPAR ON,Alimentos Processados,Carnes e Derivados,25.3,58.824,51,26,77,32.9,81227.0,0.45,1.22,0.0,72.99,26.64,105.5,126.4,2025-09-01
CAMB4,PENALTY PN,"Tecidos, Vestuário e Calçados",Calçados,25.7,38.61,48,31,79,6.25,0.0,3.8,0.86,0.0,1.65,0.0,0.0,16.9,2025-09-01
TSPP3,VIVO PARTICIPAÇÕES ON,,,23.9,61.35,55,25,80,12.6,0.0,1.72,0.51,0.0,7.32,0.0,0.0,15.2,2025-09-01
WHRL3,WHIRLPOOL S.A. ON,Utilidades Domésticas,Eletrodomésticos,33.6,21.692,23,71,94,4.3,23812.0,6.91,2.9,16.7,0.62,3.37,18.78,7.1,2025-09-01
CMET4,CAEMI PN,,,81.4,18.727,4,92,96,3.91,0.0,8.1,5.38,0.0,0.48,0.0,0.0,43.0,2025-09-01
WHRL4,WHIRLPOOL S.A. PN,Utilidades Domésticas,Eletrodomésticos,33.6,20.45,23,78,101,4.54,141043.0,7.3,3.06,17.4,0.62,4.85,19.13,7.1,2025-09-01
PTIP3,IPIRANGA PETROQUIMICA SA ON,,,23.1,27.624,60,46,106,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,2025-09-01
PTIP4,IPIRANGA PETROQUIMICA SA PN,,,23.1,27.624,60,46,106,25.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,2025-09-01
CPSL3,COPESUL ON,,,57.1,18.248,6,102,108,38.02,0.0,8.56,3.49,0.0,4.44,0.0,0.0,9.2,2025-09-01
RSUL4,METALURGICA RIOSULENSE S/A PN,Material de Transporte,Material Rodoviário,25.5,22.779,50,60,110,69.8,116361.0,7.04,1.67,3.2,9.91,0.13,11.2,15.0,2025-09-01
CAMB3,PENALTY ON,"Tecidos, Vestuário e Calçados",Calçados,25.7,22.222,48,63,111,9.84,308405.0,5.98,1.35,9.6,1.65,9.23,-15.58,16.9,2025-09-01
BALM4,BAUMER PN,Equipamentos,Equipamentos,20.3,34.014,75,36,111,17.98,9182.0,6.2,0.97,7.6,2.9,11.75,86.62,13.5,2025-09-01
VCPA4,Fibria PN N1,Madeira e Papel,Papel e Celulose,23.0,24.691,62,56,118,26.01,0.0,4.72,1.02,0.0,5.51,0.0,0.0,16.8,2025-09-01
DMMO3,DOMMO ON,"Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",70.4,16.949,5,116,121,1.76,0.0,-258.65,-1.72,0.0,-0.01,0.0,10.69,-1.1,2025-09-01
NATU3,NATURA COSMETICOS SA ON,,,22.5,23.641000000000002,64,58,122,8.96,90434500.0,18.32,1.3,0.0,0.49,-0.78,-12.07,3.0,2025-09-01
BALM3,BAUMER ON,Equipamentos,Equipamentos,20.3,27.473,75,48,123,20.8,2069.0,7.17,1.12,6.5,2.9,-0.95,81.59,13.5,2025-09-01
TRFO3,TRAFO ON,,,27.6,19.531000000000002,40,87,127,4.53,0.0,10.32,2.58,0.0,0.44,0.0,0.0,7.8,2025-09-01
TRFO4,TRAFO PN,,,27.6,18.762,40,91,131,4.7,0.0,10.7,2.68,0.0,0.44,0.0,0.0,7.8,2025-09-01
PETR4,PETROBRAS PN,"Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",18.9,28.49,87,44,131,31.17,889473000.0,5.19,1.01,16.7,6.0,-2.57,-8.61,15.8,2025-09-01
HOOT4,HOTEIS OTHON S.A. PN,Hoteis e Restaurantes,Hotelaria,14.3,172.414,128,5,133,3.9,21521.0,0.65,-2.08,0.0,5.98,4.84,64.56,58.3,2025-09-01
CEDO4,CIA. DE FIAÇÃO E TECIDOS CEDRO CACHOEIRA PN,"Tecidos, Vestuário e Calçados",Fios e Tecidos,17.8,30.769000000000002,95,41,136,11.7,22457.0,1.65,0.39,0.0,7.11,-31.78,-52.24,7.1,2025-09-01
PETR3,PETROBRAS ON,"Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",18.9,27.322000000000003,87,49,136,33.6,314262000.0,5.6,1.08,15.5,6.0,-4.36,-10.62,15.8,2025-09-01
LREN3,RENNER ON,Comércio,"Tecidos, Vestuário e Calçados",22.0,21.459,66,73,139,16.24,246763000.0,12.58,1.67,4.4,1.29,-0.18,9.43,8.9,2025-09-01
CMIN3,CSNMINERACAO ON N2,Mineração,Minerais Metálicos,23.7,20.0,59,82,141,5.17,24597400.0,12.77,3.07,16.1,0.4,2.58,3.11,13.3,2025-09-01
TGMA3,Tegma ON NM,Transporte,Transporte Rodoviário,36.1,15.773000000000001,17,128,145,36.88,9014890.0,8.69,2.45,7.3,4.24,4.89,51.58,12.7,2025-09-01
VALE5,VALE ON NM,Mineração,Minerais Metálicos,15.8,31.348,105,40,145,33.36,0.0,5.23,0.71,0.0,6.38,0.0,0.0,13.3,2025-09-01
CEDO3,CIA. DE FIAÇÃO E TECIDOS CEDRO CACHOEIRA ON,"Tecidos, Vestuário e Calçados",Fios e Tecidos,17.8,26.041999999999998,95,53,148,21.0,804.0,2.95,0.69,0.0,7.11,0.0,-19.57,7.1,2025-09-01
LVTC3,WDC NETWORKS ON NM,Programas e Serviços,Programas e Serviços,13.6,151.515,142,6,148,3.8,573736.0,34.64,0.37,5.0,0.11,5.85,10.05,0.8,2025-09-01
LEVE3,MAHLE METAL LEVE ON,Automóveis e Motocicletas,Automóveis e Motocicletas,31.4,16.779,32,119,151,28.0,6736990.0,7.06,5.13,9.4,3.97,-2.06,-4.86,10.5,2025-09-01
ALPK3,ESTAPAR ON NM,Serviços Diversos,Serviços Diversos,19.0,21.881999999999998,86,68,154,3.01,356496.0,-189.31,1.88,0.0,-0.02,-0.33,-19.52,0.2,2025-09-01
AHEB3,PARQUE ANHEMBI ON,Viagens e Lazer,Produção de Eventos e Shows,15.2,29.762,113,42,155,31.95,927.0,2.63,1.09,0.0,12.15,0.0,-8.71,15.4,2025-09-01
ASAI3,ASSAI ON NM,Comércio e Distribuição,Alimentos,19.1,21.459,84,73,157,10.44,147869000.0,15.33,2.52,1.0,0.68,10.95,10.8,1.2,2025-09-01
BRFS3,BRF Foods ON NM,Alimentos Processados,Carnes e Derivados,22.0,18.727,66,92,158,20.13,172045000.0,9.45,2.01,3.5,2.13,0.4,-21.45,6.1,2025-09-01
TEFC11,TELEFÓNICA DR3,,,14.9,28.986,119,43,162,35.5,0.0,0.0,0.0,0.0,11009.8,0.0,0.0,14.2,2025-09-01
ACES4,ARCELORMITTAL INOX BRASIL PN,Siderurgia e Metalurgia,Siderurgia,26.9,15.384999999999998,42,131,173,94.73,0.0,8.74,2.27,0.0,10.84,0.0,0.0,19.3,2025-09-01
ACES3,ARCELORMITTAL INOX BRASIL ON,Siderurgia e Metalurgia,Siderurgia,26.9,15.290999999999999,42,132,174,95.27,0.0,8.79,2.28,0.0,10.84,0.0,0.0,19.3,2025-09-01
WSON33,Wilson Sons DR3,Transporte,Serviços de Apoio e Armazenagem,18.4,19.685,92,84,176,67.0,0.0,8.07,0.98,0.0,8.3,0.0,34.0,13.6,2025-09-01
VTRU3,VITRUEDUCA ON NM,Diversos,Serviços Educacionais,14.7,24.272,122,57,179,10.44,3193690.0,3.54,0.51,0.2,2.95,16.0,3.25,17.9,2025-09-01
VALE3,VALE ON NM,Mineração,Minerais Metálicos,15.8,21.413,105,75,180,55.6,1230090000.0,8.72,1.18,8.2,6.38,7.09,0.62,13.3,2025-09-01
MPLU3,MULTIPLUS ON NM,,,129.6,12.97,2,179,181,26.8,0.0,12.2,17.37,0.0,2.2,0.0,7.63,56.4,2025-09-01
MSAN3,BUNGE BRASIL S.A. ON,,,11.8,476.19,185,1,186,6.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,2025-09-01
MSAN4,BUNGE BRASIL S.A. PN,,,11.8,476.19,185,1,186,6.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,2025-09-01
ECIS3,ECISA ON,,,12.5,65.359,168,22,190,211.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,2025-09-01
ECIS4,ECISA PN,,,12.5,65.359,168,22,190,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,2025-09-01
VIVO3,VIVO PARTICIPAÇÕES ON,,,23.9,15.038000000000002,55,136,191,65.79,0.0,8.99,2.69,0.0,7.32,0.0,0.0,15.2,2025-09-01
TECN3,TECHNOS ON NM,"Tecidos, Vestuário e Calçados",Acessórios,15.4,19.685,109,84,193,6.7,424739.0,6.63,0.99,3.7,1.01,10.2,28.93,14.2,2025-09-01
WEGE4,WEG SA PN N1,Máquinas e Equipamentos,"Motores, Compressores e Outros",28.6,13.889000000000001,38,155,193,16.1,0.0,10.54,3.04,0.0,1.53,0.0,0.0,16.5,2025-09-01
CSUD3,CSU DIGITAL ON,Serviços Diversos,Serviços Diversos,20.9,16.207,72,122,194,18.6,629201.0,8.4,1.58,6.1,2.22,5.14,2.64,15.6,2025-09-01
VLID3,VALID ON NM,Serviços Diversos,Serviços Diversos,15.5,19.011,108,89,197,20.91,5757510.0,6.09,0.98,10.8,3.43,-5.04,-0.28,13.1,2025-09-01
JBSS3,JBS ON NM,Alimentos Processados,Carnes e Derivados,14.6,21.053,124,76,200,39.03,0.0,2.77,0.74,26.2,14.07,0.0,22.91,2.9,2025-09-01
KEPL3,KEPLER WEBER SA ON,Máquinas e Equipamentos,Máq. e Equip. Industriais,20.2,15.625,77,129,206,7.77,9283990.0,9.31,1.92,9.2,0.83,12.88,-24.0,9.6,2025-09-01
ALLL11,RUMO S.A. UNT,Transporte,Transporte Ferroviário,13.0,26.738,155,51,206,16.5,0.0,9.51,0.46,0.0,1.74,0.0,0.0,4.8,2025-09-01
ALLL4,RUMO S.A. PN,Transporte,Transporte Ferroviário,13.0,26.667,155,52,207,3.32,0.0,9.57,0.46,0.0,0.35,0.0,0.0,4.8,2025-09-01
CEAB3,CEA MODAS ON NM,Comércio,"Tecidos, Vestuário e Calçados",15.8,18.182000000000002,105,103,208,17.3,62812200.0,10.62,1.54,2.2,1.63,5.04,77.05,6.3,2025-09-01
AURA33,AURA 360 DR3,Mineração,Minerais Metálicos,35.1,12.770999999999999,22,186,208,54.0,16684800.0,-33.35,15.38,1.2,-1.62,22.56,214.79,-9.0,2025-09-01
ALLL3,RUMO S.A. ON,Transporte,Transporte Ferroviário,13.0,25.252999999999997,155,55,210,3.97,0.0,11.44,0.55,0.0,0.35,0.0,0.0,4.8,2025-09-01
LATS3,REXAM BEVERAGE CAN SOUTH AMERICA ON,,,11.6,78.74,195,15,210,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,2025-09-01
VIVO4,VIVO PARTICIPAÇÕES PN,,,23.9,13.850000000000001,55,156,211,71.8,0.0,9.81,2.93,0.0,7.32,0.0,0.0,15.2,2025-09-01
SEER3,SER EDUCA ON NM,Diversos,Serviços Educacionais,13.2,23.041,154,59,213,9.22,4994560.0,12.84,0.9,1.7,0.72,16.56,46.72,4.3,2025-09-01
RECV3,PETRORECONCA ON NM,"Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",15.0,18.519,118,96,214,13.13,29729600.0,5.87,0.87,16.7,2.24,-2.16,-27.0,19.5,2025-09-01
EALT4,ELECTRO AÇO ALTONA S/A PN,Máquinas e Equipamentos,Máq. e Equip. Industriais,13.3,21.978,148,67,215,12.0,255638.0,3.11,0.81,5.3,3.86,-8.95,-7.44,14.7,2025-09-01
FIBR3,Fibria ON N1,Madeira e Papel,Papel e Celulose,23.0,13.947000000000001,62,154,216,66.3,0.0,12.03,2.59,7.6,5.51,0.0,-2.83,16.8,2025-09-01
CSED3,CRUZEIRO EDU ON NM,Diversos,Serviços Educacionais,13.0,22.124,155,64,219,4.61,1707970.0,8.35,1.09,4.6,0.55,-9.07,33.17,7.5,2025-09-01
MRSA5B,MRS LOGÍSTICA S/A PNA MB,Transporte,Transporte Ferroviário,14.3,18.519,128,96,224,24.5,386.0,5.48,1.01,4.3,4.47,-2.0,-12.1,21.2,2025-09-01
MRSA5B,MRS LOGÍSTICA S/A PNA MB,Transporte,Transporte Ferroviário,14.3,18.519,128,96,224,24.5,386.0,5.48,1.01,4.3,4.47,-2.0,-12.1,21.2,2025-09-01
BRTP4,BRASIL TELECOM PARTICIPAÇÕES S.A. PN N1,,,13.4,19.881,143,83,226,20.81,0.0,-39.19,1.43,0.0,-0.53,0.0,0.0,-3.0,2025-09-01
RANI4,IRANI PN,Madeira e Papel,Papel e Celulose,14.8,17.921,120,106,226,5.5,0.0,3.41,0.93,0.0,1.61,0.0,0.0,22.9,2025-09-01
AHEB6,PARQUE ANHEMBI PNB,Viagens e Lazer,Produção de Eventos e Shows,15.2,17.036,113,113,226,55.0,0.0,4.53,1.87,0.0,12.15,0.0,54.93,15.4,2025-09-01
PLIM4,NET SERVIÇOS DE COMUNICAÇÃO S.A. PN N2,,,10.9,66.667,205,21,226,0.59,0.0,1.89,0.03,0.0,0.31,0.0,0.0,1.6,2025-09-01
MRSA6B,MRS LOGÍSTICA S/A PNB MB,Transporte,Transporte Ferroviário,14.3,18.282,128,100,228,25.0,227.0,5.6,1.03,4.2,4.47,0.0,-17.42,21.2,2025-09-01
MRSA6B,MRS LOGÍSTICA S/A PNB MB,Transporte,Transporte Ferroviário,14.3,18.282,128,100,228,25.0,227.0,5.6,1.03,4.2,4.47,0.0,-17.42,21.2,2025-09-01
MILS3,MILLS ON NM,Diversos,Aluguel de carros,19.4,14.245,82,148,230,12.7,8192000.0,9.87,1.94,4.0,1.29,14.61,20.5,17.6,2025-09-01
POMO3,MARCOPOLO ON,Material de Transporte,Material Rodoviário,20.0,14.025000000000002,78,153,231,7.42,1625400.0,6.99,2.02,8.4,1.06,13.93,41.05,13.6,2025-09-01
PCAR3,PÃO DE AÇÚCAR ON,Comércio e Distribuição,Alimentos,11.1,34.965,199,32,231,3.68,47254200.0,-1.0,0.71,0.0,-3.67,4.55,17.57,-9.4,2025-09-01
LPSB3,LOPES BRASIL ON NM,Exploração de Imóveis,Intermediação Imobiliária,12.3,26.041999999999998,178,53,231,1.53,187562.0,7.88,0.93,4.8,0.19,6.99,-2.11,18.3,2025-09-01
FRAS4,FRAS-LE S.A. PN,Material de Transporte,Material Rodoviário,13.3,19.685,148,84,232,5.79,0.0,4.83,0.74,0.0,1.2,0.0,0.0,7.1,2025-09-01
VAMO3,VAMOS ON NM,Diversos,Aluguel de carros,15.4,16.076999999999998,109,125,234,4.2,51032900.0,17.62,1.74,6.5,0.24,9.38,-40.41,6.7,2025-09-01
MOVI3,MOVIDA ON NM,Diversos,Aluguel de carros,14.6,17.241,124,111,235,7.2,35479700.0,8.75,0.95,2.6,0.82,16.13,4.94,2.0,2025-09-01
EALT3,ELECTRO AÇO ALTONA S/A ON,Máquinas e Equipamentos,Máq. e Equip. Industriais,13.3,19.048000000000002,148,88,236,14.43,21104.0,3.74,0.98,4.0,3.86,-2.5,10.49,14.7,2025-09-01
LEVE4,MAHLE METAL LEVE PN,Automóveis e Motocicletas,Automóveis e Motocicletas,31.4,11.574,32,204,236,44.49,0.0,11.21,8.16,0.0,3.97,0.0,0.0,10.5,2025-09-01
AVIL3,ACOS VILLARES ON,Siderurgia e Metalurgia,Siderurgia,41.0,10.638,13,224,237,0.93,0.0,12.97,4.16,0.0,0.07,0.0,0.0,18.0,2025-09-01
AHEB5,PARQUE ANHEMBI PNA,Viagens e Lazer,Produção de Eventos e Shows,15.2,16.155,113,124,237,58.0,132.0,4.77,1.97,0.0,12.15,0.0,45.0,15.4,2025-09-01
MRSA3B,MRS LOGÍSTICA S/A ON MB,Transporte,Transporte Ferroviário,14.3,17.036,128,113,241,27.88,1604.0,6.24,1.14,0.0,4.47,5.21,-3.26,21.2,2025-09-01
MRSA3B,MRS LOGÍSTICA S/A ON MB,Transporte,Transporte Ferroviário,14.3,17.036,128,113,241,27.88,1604.0,6.24,1.14,0.0,4.47,5.21,-3.26,21.2,2025-09-01
CREM4,CREMER S.A. PN,Medicamentos e Outros Produtos,Medicamentos e Outros Produtos,11.4,28.169,196,45,241,48.0,0.0,0.11,0.01,0.0,443.5,0.0,0.0,2.1,2025-09-01
ANIM3,ANIMA ON NM,Diversos,Serviços Educacionais,12.9,20.04,163,81,244,3.39,23002900.0,9.74,0.58,1.6,0.35,-6.87,5.13,7.2,2025-09-01
EUCA4,EUCATEX PN,Madeira e Papel,Madeira,11.8,22.371,185,61,246,17.4,675304.0,6.23,0.59,4.2,2.79,-1.25,16.54,8.5,2025-09-01
BSEV3,BIOSEV ON NM,Alimentos Processados,Açucar e Alcool,20.7,13.175,73,174,247,9.0,0.0,56.31,-10.76,0.0,0.16,0.0,21.13,1.6,2025-09-01
DEXP3,DEXXOS PAR ON,Químicos,Petroquímicos,13.0,18.553,155,95,250,7.87,945422.0,5.21,0.85,6.7,1.51,-6.97,-13.42,7.6,2025-09-01
AZUL4,AZUL PN,Transporte,Transporte Aéreo,20.6,13.072000000000001,74,178,252,0.8,14605500.0,0.04,-0.03,0.0,18.58,19.4,-85.16,81.7,2025-09-01
CTKA3,KARSTEN ON,"Tecidos, Vestuário e Calçados",Fios e Tecidos,15.1,14.749,116,138,254,33.0,220.0,1.73,5.77,0.0,19.13,-3.45,65.0,16.2,2025-09-01
DEXP4,DEXXOS PAR PN,Químicos,Petroquímicos,13.0,18.018,155,105,260,8.1,30261.0,5.36,0.87,6.6,1.51,-3.11,-9.09,7.6,2025-09-01
CTKA4,KARSTEN PN,"Tecidos, Vestuário e Calçados",Fios e Tecidos,15.1,14.472,116,144,260,34.8,10574.0,1.82,6.08,0.0,19.13,2.38,78.46,16.2,2025-09-01
EUCA3,EUCATEX ON,Madeira e Papel,Madeira,11.8,20.704,185,77,262,19.3,24505.0,6.91,0.66,3.5,2.79,5.46,14.88,8.5,2025-09-01
MAGG3,MAGNESITA REFRATÁRIOS ON,,,14.1,15.601,135,130,265,59.4,0.0,-119.98,1.32,0.0,-0.5,0.0,7.39,-0.6,2025-09-01
STBP3,SBPAR ON NM,Transporte,Serviços de Apoio e Armazenagem,30.5,10.173,34,231,265,14.22,56709900.0,15.09,15.33,16.6,0.94,1.94,29.96,24.5,2025-09-01
RANI3,IRANI ON,Madeira e Papel,Papel e Celulose,14.8,14.163999999999998,120,149,269,8.22,4696400.0,5.1,1.39,8.9,1.61,11.77,13.45,22.9,2025-09-01
OFSA3,OUROFINO S/A ON NM,Medicamentos e Outros Produtos,Medicamentos e Outros Produtos,18.0,13.141,93,176,269,21.58,115250.0,8.9,1.77,13.7,2.43,2.76,11.01,12.1,2025-09-01
BEEF3,Minerva ON NM,Alimentos Processados,Carnes e Derivados,13.4,15.267,143,133,276,6.02,77012000.0,-7.07,4.19,0.0,-0.85,21.86,-0.66,-1.9,2025-09-01
POMO4,MARCOPOLO PN N2,Material de Transporte,Material Rodoviário,20.0,11.601,78,203,281,9.22,70485600.0,8.68,2.51,6.7,1.06,13.47,34.68,13.6,2025-09-01
GMAT3,GRUPO MATEUS ON NM,Comércio e Distribuição,Alimentos,14.7,13.716999999999999,122,160,282,7.16,28681600.0,11.38,1.58,3.0,0.63,-2.32,-6.84,4.2,2025-09-01
ARCE3,BELGO ON N1,,,22.0,11.025,66,217,283,54.0,0.0,14.01,2.6,0.0,3.85,0.0,0.0,19.5,2025-09-01
NAFG3,NADIR FIGUEIREDO ON,,,19.9,11.574,80,204,284,64.37,0.0,11.8,2.76,0.0,5.46,0.0,-9.34,9.3,2025-09-01
UGPA3,ULTRAPAR PARTICIPAÇÕES SA ON,"Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",13.7,14.306,140,146,286,19.76,91502800.0,7.57,1.37,3.8,2.61,17.06,-11.48,2.2,2025-09-01
NAFG4,NADIR FIGUEIREDO PN,,,19.9,11.561,80,207,287,64.42,0.0,11.81,2.76,0.0,5.46,0.0,-7.98,9.3,2025-09-01
MARI3,Marisa ON NM,Comércio,"Tecidos, Vestuário e Calçados",10.7,20.45,209,78,287,2.93,0.0,3.04,0.76,0.0,0.96,0.0,0.0,11.4,2025-09-01
UNIP3,UNIPAR PARTICIPAÇÕES S.A. ON,Químicos,Químicos Diversos,16.8,12.27,99,191,290,56.0,471815.0,7.97,2.26,14.2,7.03,18.86,37.29,14.0,2025-09-01
GRND3,GRENDENE SA ON,"Tecidos, Vestuário e Calçados",Calçados,15.4,12.870000000000001,109,182,291,5.4,12311500.0,6.01,1.21,10.8,0.9,9.52,-0.28,29.7,2025-09-01
ABEV3,AMBEV S/A ON,Bebidas,Cervejas e Refrigerantes,19.4,11.442,82,211,293,12.3,363129000.0,13.14,2.1,8.5,0.94,-0.26,3.52,16.6,2025-09-01
ILLS4,LINHAS CIRCULO PN,,,8.1,136.98600000000002,286,7,293,100.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.2,2025-09-01
BLAU3,BLAU ON NM,Comércio e Distribuição,Medicamentos e Outros Produtos,13.0,14.728,155,139,294,13.17,3796720.0,8.36,1.04,2.6,1.58,6.64,-3.65,15.8,2025-09-01
COGN3,COGNA ON,Diversos,Serviços Educacionais,10.2,20.161,216,80,296,2.92,84159800.0,4.93,0.44,2.3,0.59,5.8,118.89,18.1,2025-09-01
GOAU4,METALÚRGICA GERDAU PN N1,Siderurgia e Metalurgia,Siderurgia,8.7,34.13,262,35,297,9.5,55713700.0,8.39,0.49,3.6,1.13,2.28,-6.16,4.8,2025-09-01
PTPA3,PETROPAR SA ON,,,13.3,14.163999999999998,148,149,297,76.5,0.0,3.69,1.14,0.0,20.73,0.0,0.0,13.7,2025-09-01
GOAU3,METALÚRGICA GERDAU ON N1,Siderurgia e Metalurgia,Siderurgia,8.7,34.014,262,36,298,9.57,335492.0,8.45,0.49,3.6,1.13,2.93,-6.02,4.8,2025-09-01
MTSA4,METISA PN,Máquinas e Equipamentos,Máq. e Equip. Construção e Agrícolas,11.3,18.051000000000002,198,104,302,43.4,355641.0,8.9,0.81,6.3,4.88,-1.34,2.59,7.9,2025-09-01
TOTS3,TOTVS ON NM,Programas e Serviços,Programas e Serviços,31.8,8.418000000000001,31,272,303,42.59,131003000.0,29.71,5.21,1.2,1.43,-2.34,44.03,15.6,2025-09-01
VULC4,VULCABRAS S/A. PN,"Tecidos, Vestuário e Calçados",Calçados,18.8,11.038,89,216,305,18.0,0.0,6.19,2.11,0.0,2.91,0.0,0.0,24.4,2025-09-01
PTPA4,PETROPAR SA PN,,,13.3,13.831,148,157,305,80.0,0.0,3.86,1.19,0.0,20.73,0.0,0.0,13.7,2025-09-01
DXTG4,DIXIE TOGA PN,,,12.3,15.798000000000002,178,127,305,3.68,0.0,13.02,1.32,0.0,0.28,0.0,0.0,6.6,2025-09-01
TTEN3,3TENTOS ON NM,Agropecuária,Agricultura,15.3,11.779,112,200,312,14.48,15087000.0,7.39,1.61,1.3,1.96,6.24,22.55,6.8,2025-09-01
UNIP5,UNIPAR PARTICIPAÇÕES S.A. PNA,Químicos,Químicos Diversos,16.8,11.222999999999999,99,214,313,62.1,12728.0,8.84,2.5,14.1,7.03,24.08,47.2,14.0,2025-09-01
BRTP3,BRASIL TELECOM PARTICIPAÇÕES S.A. ON N1,,,13.4,13.245000000000001,143,171,314,35.71,0.0,-67.26,2.45,0.0,-0.53,0.0,0.0,-3.0,2025-09-01
ESTC4,YDUQS PART PN N2,Diversos,Serviços Educacionais,10.0,18.904,225,90,315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,2025-09-01
