ticker,empresa,setor,subsetor,roic_clean,earnings_yield_clean,rank_roic,rank_ey,magic_formula_rank,cotacao,vol_med_2m,pl,pvp,div_yield,lpa,30_dias,12_meses,marg_liquida,data_execucao
TMCP4,TELEMIG CELULAR PARTICIPAÇÕES S.A. PN,,,5.5,4.8469999999999995,337,349,686,58.2,0.0,19.31,1.44,0.0,3.01,0.0,0.0,9.8,2025-09-01
LINX3,LINX ON NM,Programas e Serviços,Programas e Serviços,6.8,1.942,304,386,690,37.4,0.0,-90.95,4.38,1.5,-0.41,0.0,-0.48,-8.7,2025-09-01
VGOR4,VIGOR PN N1,,,6.0,2.933,320,371,691,5.87,0.0,-29.58,7.18,0.0,-0.2,0.0,0.0,-4.6,2025-09-01
CBMA4,COBRASMA S/A PN,,,8.3,0.044000000000000004,280,411,691,0.01,0.0,0.0,0.0,0.0,-13.34,0.0,0.0,-12566.3,2025-09-01
CBMA3,COBRASMA S/A ON,,,8.3,0.044000000000000004,280,411,691,0.01,0.0,0.0,0.0,0.0,-13.34,0.0,0.0,-12566.3,2025-09-01
ROMI3,ROMI ON,Máquinas e Equipamentos,Máq. e Equip. Industriais,3.4,5.7669999999999995,372,322,694,7.97,890767.0,8.12,0.61,10.3,0.98,-0.13,-22.18,7.1,2025-09-01
DXCO3,DEXCO ON,Madeira e Papel,Madeira,3.5,5.35,371,335,706,5.76,13484600.0,24.55,0.69,0.9,0.23,1.95,-29.29,2.5,2025-09-01
VSTE3,VESTE ON,Comércio,"Tecidos, Vestuário e Calçados",3.4,5.302,372,337,709,5.7,51563.0,1236.63,0.62,0.0,0.0,0.35,-56.15,0.0,2025-09-01
AEDU3,ANHANGUERA EDUCACIONAL PARTICIPAÇÕES SA ON NM,Diversos,Serviços Educacionais,5.8,2.311,328,382,710,18.35,0.0,59.34,3.32,0.0,0.31,0.0,0.0,7.0,2025-09-01
ETER4,ETERNIT PN,Construção e Engenharia,Produtos para Construção,3.1,5.141,378,340,718,9.85,0.0,13.03,0.74,0.0,0.76,0.0,0.0,4.0,2025-09-01
HYPE3,HYPERA ON,Comércio e Distribuição,Medicamentos e Outros Produtos,4.1,4.105,360,359,719,24.0,70625800.0,20.47,1.27,4.5,1.17,-6.65,-12.23,11.0,2025-09-01
UCOP4,USINA COSTA PINTO S/A AÇÚCAR E ÁLCOOL PN,,,3.9,4.137,366,358,724,6.5,0.0,18.01,1.3,0.0,0.36,0.0,0.0,110.5,2025-09-01
ARCZ6,ARACRUZ CELULOSE SA PNB N1,Madeira e Papel,Papel e Celulose,4.0,3.5589999999999997,361,365,726,3.63,0.0,-1.86,1.94,0.0,-1.95,0.0,0.0,-58.0,2025-09-01
ARCZ3,ARACRUZ CELULOSE SA ON N1,Madeira e Papel,Papel e Celulose,4.0,3.549,361,366,727,3.66,0.0,-1.88,1.95,0.0,-1.95,0.0,0.0,-58.0,2025-09-01
CCTU4,COMPANHIA BRASILEIRA DE CARTUCHOS - CBC PN,,,3.0,4.593,380,352,732,37.28,0.0,7.65,0.92,0.0,4.87,0.0,0.0,4.0,2025-09-01
IMCH3,IMC HOLDINGS ON NM,Hoteis e Restaurantes,Restaurante e Similares,2.6,4.726,390,351,741,6.39,0.0,41.83,0.59,0.0,0.15,0.0,0.0,0.8,2025-09-01
HGTX4,CIA HERING PN N1,"Tecidos, Vestuário e Calçados",Vestuário,3.0,3.5709999999999997,380,364,744,9.6,0.0,26.11,0.92,0.0,0.37,0.0,0.0,4.1,2025-09-01
WMBY3,WEMBLEY SOCIEDADE ANÔNIMA ON,"Tecidos, Vestuário e Calçados",Fios e Tecidos,2.4,3.997,394,361,755,25.39,0.0,-19.3,2.87,0.0,-1.32,0.0,0.0,-7.0,2025-09-01
ENAT3,ENAUTA PART ON,"Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",2.9,3.127,388,368,756,21.64,0.0,10.21,1.28,0.0,2.12,0.0,2.56,25.3,2025-09-01
PQUN4,PETROQUIMICA UNIAO S.A. PN,Químicos,Petroquímicos,3.0,2.484,380,379,759,15.44,0.0,104.31,1.88,0.0,0.15,0.0,0.0,0.5,2025-09-01
PQUN3,PETROQUIMICA UNIAO S.A. ON,Químicos,Petroquímicos,3.0,2.484,380,379,759,15.44,0.0,104.31,1.88,0.0,0.15,0.0,0.0,0.5,2025-09-01
ASTA4,SANTISTA TÊXTIL S.A. PN,,,2.5,3.012,391,370,761,25.83,0.0,-30.79,1.0,0.0,-0.84,0.0,0.0,-2.1,2025-09-01
ELEV3,ELEVA  ON,Alimentos Processados,Carnes e Derivados,3.0,1.9449999999999998,380,385,765,24.3,0.0,312.39,3.22,0.0,0.08,0.0,0.0,0.3,2025-09-01
TEKA4,TEKA S.A. PN,"Tecidos, Vestuário e Calçados",Fios e Tecidos,2.1,2.569,395,376,771,21.25,0.0,-0.06,0.0,0.0,-339.73,0.0,-32.71,-52.8,2025-09-01
RAIZ4,RAIZEN PN N2,"Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",1.8,2.804,398,373,771,1.24,29818000.0,-1.79,0.79,0.0,-0.69,-12.68,-61.37,-2.8,2025-09-01
DPPI4,IPIRANGA DISTRIBUIDORA PN,,,3.0,1.3559999999999999,380,392,772,38.9,0.0,7.62,2.28,0.0,5.11,0.0,0.0,-5.0,2025-09-01
TEKA3,TEKA S.A. ON,"Tecidos, Vestuário e Calçados",Fios e Tecidos,2.1,2.5260000000000002,395,378,773,42.5,0.0,-0.13,-0.01,0.0,-339.73,0.0,0.0,-52.8,2025-09-01
ROMI4,ROMI PN,Máquinas e Equipamentos,Máq. e Equip. Industriais,3.4,0.41200000000000003,372,404,776,185.0,0.0,188.59,14.11,0.0,0.98,0.0,0.0,7.1,2025-09-01
BAHI11,BIOMA EDUC PRB,Diversos,Serviços Educacionais,0.6,2.646,404,374,778,2.0,0.0,-0.74,0.82,0.0,-2.69,0.0,0.0,-20.6,2025-09-01
TERI3,TEREOS ON NM,Alimentos Processados,Alimentos Diversos,1.2,2.528,402,377,779,64.28,0.0,-8.83,0.29,0.0,-7.28,0.0,0.0,-1.9,2025-09-01
SQIA3,SINQIA ON,Programas e Serviços,Programas e Serviços,2.8,1.485,389,390,779,27.37,0.0,-110.33,3.7,0.0,-0.25,0.0,2.66,-2.9,2025-09-01
HGTX3,CIA HERING ON N1,"Tecidos, Vestuário e Calçados",Vestuário,3.0,0.9369999999999999,380,399,779,37.5,0.0,101.99,3.57,0.0,0.37,0.0,-3.55,4.1,2025-09-01
ELEK3,ELEKEIROZ S/A ON,Químicos,Petroquímicos,2.5,1.52,391,389,780,19.11,0.0,24.46,2.66,0.3,0.78,0.0,6.56,2.5,2025-09-01
DPPI3,IPIRANGA DISTRIBUIDORA ON,,,3.0,0.5640000000000001,380,403,783,85.0,0.0,16.65,4.99,0.0,5.11,0.0,0.0,-5.0,2025-09-01
PLTO6,POLITENO IND E COMERCIO S.A. PNB,,,1.7,1.775,399,387,786,10.47,0.0,50.81,692616.0,0.0,0.21,0.0,0.0,1.4,2025-09-01
ELEK4,ELEKEIROZ S/A PN,Químicos,Petroquímicos,2.5,1.183,391,395,786,26.0,0.0,33.27,3.62,0.2,0.78,0.0,50.31,2.5,2025-09-01
PLTO5,POLITENO IND E COMERCIO S.A. PNA,,,1.7,1.7000000000000002,399,388,787,10.94,0.0,53.09,723708.0,0.0,0.21,0.0,0.0,1.4,2025-09-01
BIED3,BIOMA EDUC ON,Diversos,Serviços Educacionais,0.6,1.963,404,383,787,3.2,11292.0,-1.19,1.32,0.0,-2.69,-0.31,-49.92,-20.6,2025-09-01
HBSA3,HIDROVIAS ON NM,Transporte,Transporte Hidroviário,1.3,0.967,401,397,798,3.6,11684700.0,-12.54,2.22,0.0,-0.29,1.69,9.84,-23.6,2025-09-01
RPSA4,RIPASA PN N1,,,0.9,0.7270000000000001,403,402,805,4.9,0.0,27.33,1.55,0.0,0.18,0.0,0.0,20.8,2025-09-01
SNSY5,SANSUY S.A. INDÚSTRIA DE PLÁSTICOS PNA,Materiais Diversos,Materiais Diversos,0.4,0.847,410,400,810,3.5,10351.0,-0.14,-0.01,0.0,-24.61,-1.41,-38.7,-19.7,2025-09-01
LJQQ3,QUERO-QUERO ON NM,Comércio,Produtos Diversos,0.1,0.788,412,401,813,2.62,4363000.0,-6.86,1.04,4.7,-0.38,8.26,-35.14,-2.9,2025-09-01
BAHI5,BIOMA EDUC PNA,Diversos,Serviços Educacionais,0.6,0.13699999999999998,404,409,813,65.0,0.0,-24.19,26.81,0.0,-2.69,0.0,0.0,-20.6,2025-09-01
BAHI4,BIOMA EDUC PN,Diversos,Serviços Educacionais,0.6,0.104,404,410,814,86.0,0.0,-32.01,35.47,0.0,-2.69,0.0,0.0,-20.6,2025-09-01
JALL3,JALLESMACHAD ON NM,Alimentos Processados,Açucar e Alcool,0.2,0.27599999999999997,411,405,816,2.92,2780270.0,-13.12,0.45,0.0,-0.22,-14.12,-56.55,-2.8,2025-09-01
